target_id	length	eff_length	est_counts	tpm
murC	1476	1477	6671	41.5509
ddlB	921	922	4360	43.5037
ftsQ	831	832	5850	64.6849
ftsA	1263	1264	8707	63.3712
ftsZ	1152	1153	32291	257.646
lpxC	918	919	131451	1315.89
secM	513	514	6505	116.427
secA	2706	2707	13340	45.3355
mutT	390	391	422	9.92901
yacG	198	199	331	15.3019
zapD	744	745	2749	33.946
coaE	621	622	1369	20.2481
yacM	45	46	13	2.5999
guaC	1044	1045	16564	145.821
hofC	1203	1204	644	4.92073
hofB	1386	1387	992	6.57969
ppdD	441	442	73	1.5194
nadC	894	895	1915	19.6841
ampD	552	553	749	12.4603
ampE	855	856	1172	12.5958
aroP	1374	1375	4343	29.0575
pdhR	765	766	16794	201.695
aceE	2664	2665	53131	183.409
aceF	1893	1894	17112	83.1173
lpd	1425	1426	55403	357.424
yacH	1854	1855	993	4.92465
acnB	2598	2599	122305	432.921
yacL	363	364	958	24.2122
speD	795	796	3438	39.7341
speE	867	868	7199	76.2997
yacC	348	349	1870	49.2932
cueO	1551	1552	3489	20.6814
gcd	2391	2392	28302	108.849
hpt	537	538	2636	45.0748
can	663	664	10561	146.321
yadG	927	928	2575	25.527
yadH	771	772	1813	21.6048
yadI	441	442	531	11.052
yadE	1230	1231	5212	38.9508
panD	381	382	8039	193.602
rpnC	903	904	895	9.10804
panC	852	853	10177	109.759
panB	795	796	10628	122.831
yadC	1239	1240	344	2.55216
yadK	597	598	59	0.907656
yadL	606	607	151	2.28854
yadM	570	571	104	1.67559
htrE	2598	2599	381	1.34862
yadV	741	742	105	1.30183
yadN	585	586	58	0.910544
folK	480	481	831	15.8937
pcnB	1398	1399	18635	122.541
gluQ	927	928	3319	32.9026
dksA	456	457	21343	429.645
sfsA	705	706	4892	63.7459
thpR	531	532	846	14.6295
hrpB	2430	2431	7596	28.7455
mrcB	2535	2536	15706	56.9753
fhuA	2244	2245	11054	45.2974
fhuC	798	799	1075	12.3775
fhuD	891	892	950	9.79781
fhuB	1983	1984	5798	26.8848
hemL	1281	1282	77566	556.614
yadX	48	49	282	52.9448
clcA	1422	1423	8741	56.5102
yadW	66	67	2	0.274616
erpA	345	346	8131	216.191
yadS	624	625	1466	21.5787
btuF	801	802	1673	19.1908
mtn	699	700	7901	103.838
dgt	1518	1519	2177	13.1847
degP	1425	1426	52252	337.096
cdaR	1158	1159	662	5.25466
yaeH	387	388	1916	45.4291
yaeI	813	814	555	6.27248
dapD	825	826	8478	94.4243
glnD	2673	2674	6782	23.3328
map	795	796	8416	97.2665
tff	136	137	13727	921.776
rpsB	726	727	222640	2817.34
tsf	852	853	45262	488.152
pyrH	726	727	11247	142.322
frr	558	559	21067	346.706
dxr	1197	1198	3301	25.3489
uppS	762	763	18073	217.909
cdsA	858	859	9722	104.12
rseP	1353	1354	27371	185.97
bamA	2433	2434	65235	246.564
skp	486	487	22774	430.21
lpxD	1026	1027	43197	386.949
fabZ	456	457	11005	221.536
lpxA	789	790	48316	562.645
lpxB	1149	1150	15311	122.483
rnhB	597	598	4435	68.228
dnaE	3483	3484	18220	48.1106
accA	960	961	12160	116.407
ldcC	2142	2143	2389	10.2557
yaeR	390	391	991	23.3167
tilS	1299	1300	4045	28.625
rof	255	256	1517	54.515
yaeP	201	202	984	44.814
yaeQ	546	547	1164	19.5765
arfB	423	424	1311	28.4451
nlpE	711	712	2950	38.1164
yaeF	825	826	1020	11.3603
proS	1719	1720	18960	101.41
trmO	708	709	2097	27.2096
rcsF	405	406	2479	56.1721
metQ	816	817	5492	61.8413
metI	654	655	1836	25.7871
metN	1032	1033	3721	33.1383
gmhB	576	577	4108	65.4975
rrsH	1542	1543	44408.1	264.769
ileV	77	78	15584	1838.04
alaV	76	77	16018.1	1913.78
rrlH	2904	2905	95131.8	301.266
rrfH	120	121	45.5933	3.46646
aspU	77	78	8359.33	985.933
dkgB	804	805	2969	33.9301
yafC	915	916	752	7.55254
yafD	801	802	4074	46.7323
yafE	624	625	906	13.3358
mltD	1359	1360	86968	588.289
gloB	756	757	1119	13.5989
yafS	723	724	993	12.6177
rnhA	468	469	918	18.007
dnaQ	732	733	4454	55.9006
aspV	77	78	8359.33	985.933
yafT	786	787	182	2.12749
ykfM	480	481	25	0.478151
yafV	771	772	1772	21.1163
ivy	474	475	6771	131.138
fadE	2445	2446	3107	11.6857
gmhA	579	580	8987	142.547
yafJ	768	769	3860	46.1776
ldtF	741	742	5299	65.6993
yafQ	279	280	1417	46.5567
dinJ	261	262	5273	185.151
yafL	750	751	279	3.41771
rayT	498	499	294	5.42022
dinB	1056	1057	1465	12.7507
yafN	294	295	239	7.45326
yafO	399	400	143	3.28887
yafP	453	454	226	4.57955
pepD	1458	1459	10115	63.7795
gpt	459	460	6645	132.895
frsA	1245	1246	4833	35.6836
insB9	504	505	2851.17	51.9401
insA9	276	277	632.499	21.0063
phoE	1056	1057	1207	10.5052
proB	1104	1105	8102	67.4529
proA	1254	1255	7632	55.9455
thrW	76	77	1990.35	237.799
ykfI	342	343	3014	80.8387
yafW	318	319	826	23.821
ykfH	222	223	217	8.95211
ykfG	477	478	1013	19.4963
yafX	459	460	1968	39.3584
ykfF	240	241	1342	51.2278
ykfB	468	469	1482	29.07
yafY	444	445	283	5.85055
yafZ	822	823	483.497	5.40461
ykfA	864	865	1679	17.8569
perR	894	895	770	7.91477
insI1	1152	1153	1171.87	9.35022
eyeA	75	76	211	25.5411
ykfC	1146	1147	8929	71.616
insH1	981	982	19150.8	179.409
mmuP	1404	1405	693	4.53761
mmuM	933	934	931	9.17008
afuC	1047	1048	1240	10.8851
insB2	504	505	534.612	9.73907
insA2	276	277	667.086	22.155
yagB	351	352	634	16.5698
yagA	1155	1156	116	0.923146
yagE	909	910	136	1.37489
yagF	1968	1969	778	3.635
yagG	1383	1384	608	4.04146
yagH	1611	1612	1813	10.3467
xynR	759	760	4337	52.4984
argF	1005	1006	1546	14.1378
argL	96	97	11	1.04326
ykgS	129	130	12.2392	0.866123
insB3	504	505	534.612	9.73907
insA3	276	277	667.086	22.155
yagJ	732	733	702	8.81056
yagK	627	628	751	11.0015
yagL	699	700	183	2.40505
yagM	855	856	98	1.05323
ykgV	225	226	95	3.8671
yagN	441	442	2590	53.9073
intF	1401	1402	2426	15.9189
yagP	411	412	1202	26.8397
paoD	957	958	1907	18.3128
paoC	2199	2200	568	2.37518
paoB	957	958	274	2.63121
paoA	690	691	237	3.1553
yagU	615	616	1858	27.7482
ykgJ	330	331	752	20.9007
ecpE	711	712	577	7.45532
ecpD	1644	1645	966	5.40234
ecpC	2526	2527	1206	4.39048
ecpB	669	670	590	8.10117
ecpA	588	589	2716	42.4214
ecpR	591	592	630	9.79015
ykgL	228	229	121	4.86094
ykgO	141	142	31	2.00837
ykgM	264	265	33	1.14561
ykgR	102	103	3	0.26795
insE1	300	301	576	17.6046
insF1	867	868	1896.8	20.1035
rclC	594	595	103	1.59254
rclB	237	238	40	1.54616
rclA	1326	1327	380	2.63441
rclR	855	856	137	1.47237
ykgE	720	721	230	2.9347
ykgF	1428	1429	766	4.93136
ykgG	696	697	555	7.32539
ykgH	669	670	107	1.46919
betA	1671	1672	2442	13.4363
betB	1473	1474	4460	27.8361
betI	588	589	4733	73.925
betT	2034	2035	5512	24.9181
yahV	75	76	20	2.42096
pdeL	1089	1090	2503	21.1254
yahB	933	934	1029	10.1354
yahC	498	499	86	1.58551
yahD	606	607	69	1.04576
yahE	864	865	42	0.446687
yahF	1548	1549	256	1.5204
yahG	1419	1420	481	3.11621
yahH	321	322	56643	1618.31
yahI	951	952	243	2.34823
yahJ	1383	1384	1334	8.86727
yahK	1050	1051	2564	22.4432
yahL	816	817	69	0.776958
yahM	246	247	394	14.6747
yahN	672	673	232	3.17134
yahO	276	277	2468	81.9664
prpR	1587	1588	413	2.3926
prpB	891	892	867	8.94179
prpC	1170	1171	231	1.81479
prpD	1452	1453	229	1.44991
prpE	1887	1888	509	2.4802
codB	1260	1261	8980	65.5136
codA	1284	1285	4624	33.1044
cynR	900	901	889	9.07711
cynT	660	661	407	5.66452
cynS	471	472	189	3.68375
cynX	1155	1156	497	3.9552
lacA	612	613	178	2.67134
lacY	1254	1255	659	4.83072
lacZ	3075	3076	669	2.00083
lacI	1083	1084	2727	23.1434
mhpR	834	835	1129	12.4388
mhpA	1665	1666	268	1.47989
mhpB	945	946	125	1.2156
mhpC	867	868	256	2.71326
mhpD	810	811	141	1.59944
mhpF	951	952	259	2.50284
mhpE	1014	1015	234	2.1209
mhpT	1212	1213	685	5.19518
yaiL	540	541	1830	31.1189
frmB	834	835	2695	29.6922
frmA	1110	1111	17330	143.501
frmR	276	277	3451	114.613
yaiO	774	775	367	4.35647
insC1	366	367	640.167	16.0471
insD1	906	907	1516.17	15.3784
yaiP	1197	1198	463	3.55545
ykiC	120	121	1	0.07603
yaiS	558	559	21	0.345603
tauA	963	964	189	1.80366
tauB	768	769	135	1.61502
tauC	828	829	117	1.29838
tauD	852	853	476	5.13367
hemB	975	976	8232	77.5936
ytiB	57	58	431	68.3628
insF2	867	868	1896.8	20.1035
insE2	300	301	576	17.6046
iprA	624	625	152	2.23735
ampH	1158	1159	5927	47.0459
sbmA	1221	1222	2450	18.4444
yaiW	1095	1096	3027	25.4081
yaiY	309	310	547	16.2329
yaiZ	213	214	832	35.7668
ddlA	1095	1096	6270	52.6293
iraP	261	262	1267	44.4883
phoA	1416	1417	16905	109.753
psiF	321	322	2421	69.1687
dgcC	1116	1117	529	4.35685
proC	810	811	2982	33.8265
yaiI	459	460	1262	25.239
aroL	525	526	3164	55.3377
yaiA	192	193	2034	96.9536
aroM	678	679	1660	22.491
ppnP	285	286	2416	77.7144
ykiD	84	85	385	41.6689
rdgC	912	913	3772	38.0077
mak	909	910	749	7.572
araJ	1185	1186	1463	11.3483
sbcC	3147	3148	3147	9.19671
sbcD	1203	1204	2041	15.5951
phoB	690	691	7480	99.585
phoR	1296	1297	7213	51.1619
brnQ	1320	1321	9348	65.1008
proY	1374	1375	4695	31.4126
malZ	1815	1816	1931	9.78221
acpH	582	583	1078	17.0106
queA	1071	1072	3969	34.0609
tgt	1128	1129	8739	71.2095
yajC	333	334	7550	207.956
secD	1848	1849	20244	100.723
secF	972	973	11076	104.723
yajD	348	349	1524	40.1726
tsx	885	886	9090	94.3845
yajI	540	541	801	13.6209
nrdR	450	451	5347	109.07
ribD	1104	1105	9611	80.016
ribE	471	472	7783	151.696
nusB	420	421	5606	122.502
thiL	978	979	2770	26.0296
pgpA	519	520	1934	34.2156
yajO	975	976	2570	24.2244
dxs	1863	1864	11233	55.4396
ispA	900	901	5748	58.6898
xseB	243	244	2373	89.4702
thiI	1449	1450	5695	36.1323
yajL	591	592	1825	28.3603
panE	912	913	2627	26.4704
yajQ	492	493	4153	77.4971
yajR	1365	1366	2506	16.8772
cyoE	891	892	19339	199.453
cyoD	330	331	3925	109.089
cyoC	615	616	9532	142.355
cyoB	1992	1993	46724	215.677
cyoA	948	949	30609	296.724
ampG	1476	1477	4613	28.7325
yajG	579	580	9213	146.131
bolA	318	319	5380	155.154
tig	1299	1300	55679	394.02
clpP	624	625	14889	219.157
clpX	1275	1276	35754	257.777
lon	2355	2356	16810	65.6391
hupB	273	274	18722.6	628.617
ppiD	1872	1873	19151	94.0641
ybaV	372	373	369	9.10098
fadM	399	400	333	7.65869
queC	696	697	1659	21.897
ybaE	1701	1702	752	4.0647
cof	819	820	4208	47.2098
decR	459	460	1331	26.6189
mdlA	1773	1774	2980	15.4537
mdlB	1782	1783	2441	12.5947
glnK	339	340	71	1.9211
amtB	1287	1288	907	6.47831
tesB	861	862	2239	23.8956
ybaY	573	574	8306	133.122
ybaZ	390	391	844	19.858
ffs	114	115	193	15.4394
ybaA	354	355	567	14.6935
pdeB	1551	1552	1805	10.6993
ylaC	471	472	6210	121.038
maa	552	553	1829	30.427
hha	219	220	2455	102.66
tomB	375	376	2428	59.4061
acrB	3150	3151	26144	76.3298
acrA	1194	1195	11516	88.6552
acrR	648	649	3094	43.8577
mscK	3363	3364	18166	49.6791
ybaM	162	163	228	12.8682
priC	528	529	1334	23.1991
ybaN	378	379	1533	37.2112
apt	552	553	5733	95.3734
dnaX	1932	1933	11043	52.5564
ybaB	330	331	4588	127.516
recR	606	607	4726	71.6268
htpG	1875	1876	9112	44.6839
adk	645	646	9469	134.847
hemH	963	964	1655	15.794
aes	960	961	542	5.18855
gsk	1305	1306	3673	25.8731
ybaL	1677	1678	6173	33.8435
fsr	1221	1222	1882	14.1683
ushA	1653	1654	3792	21.0913
ybaK	480	481	1934	36.9898
chiX	84	85	32	3.46339
ybaP	795	796	8942	103.346
ybaQ	342	343	2655	71.21
copA	2505	2506	29089	106.787
glsA	933	934	3877	38.1873
ybaT	1293	1294	3470	24.6698
cueR	408	409	2080	46.7854
ybbJ	459	460	1253	25.059
qmcA	918	919	2288	22.904
fetA	678	679	1910	25.8782
fetB	780	781	763	8.9876
cnoX	855	856	4045	43.4726
ybbO	810	811	1328	15.0643
tesA	627	628	1593	23.336
ybbA	687	688	1379	18.4394
ybbP	2415	2416	2043	7.77932
rhsD	4281	4282	2187.4	4.6995
ybbC	369	370	55	1.36751
ylbG	372	373	602	14.8477
selU	1095	1096	1753	14.7144
allS	927	928	138	1.36805
allA	483	484	342	6.50057
allR	816	817	6098	68.6651
gcl	1782	1783	190	0.980331
hyi	777	778	49	0.579411
glxR	879	880	167	1.74584
ybbW	1455	1456	50	0.315921
allB	1362	1363	558	3.76625
ybbY	1302	1303	439	3.09949
glxK	1146	1147	480	3.84989
allE	786	787	583	6.81497
allC	1236	1237	308	2.29061
allD	1050	1051	135	1.18168
fdrA	1668	1669	131	0.72208
ylbE	1260	1261	314	2.29079
ylbF	816	817	287	3.23169
ybcF	894	895	827	8.50066
purK	1068	1069	10121	87.0996
purE	510	511	8665	155.998
lpxH	723	724	2400	30.496
ppiB	495	496	9241	171.399
cysS	1386	1387	7977	52.9095
ybcI	522	523	445	7.8276
ybcJ	213	214	778	33.4454
folD	867	868	10717	113.586
sfmA	543	544	31	0.524244
sfmC	693	694	91	1.20629
sfmD	2604	2605	858	3.03005
sfmH	984	985	78	0.728499
sfmF	516	517	348	6.1924
fimZ	633	634	97	1.40751
argU	77	78	395	46.5879
intD	1164	1165	3016	23.8164
insE3	300	301	576	17.6046
insF3	867	868	1896.8	20.1035
emrE	333	334	926	25.5056
ylcJ	150	151	6	0.365548
ybcK	1527	1528	135	0.812795
ybcL	552	553	217	3.60998
ybcM	798	799	789	9.08449
ylcH	102	103	110	9.82485
ybcN	456	457	94	1.89227
ninE	171	172	9	0.481376
ybcO	291	292	33	1.03968
rusA	363	364	32	0.808759
ylcG	141	142	6	0.388717
quuD	384	385	53	1.26644
insH2	981	982	19150.8	179.409
essD	216	217	153	6.48638
rrrD	498	499	509	9.38399
rzpD	462	463	515.849	10.2497
rzoD	183	184	0	0
borD	294	295	2300	71.7259
ybcV	411	412	41	0.915497
ybcW	207	208	294	13.0033
ylcI	195	196	179.673	8.43331
nohD	546	547	228.311	3.83982
tfaD	564	565	197	3.20766
tfaX	186	187	99	4.87039
appY	750	751	538	6.59041
ompT	954	955	68377	658.684
envY	762	763	475	5.72716
ybcH	891	892	480	4.95047
nfrA	2973	2974	2263	7.00026
nfrB	2238	2239	1381	5.67427
cusS	1443	1444	1887	12.022
cusR	684	685	3318	44.5611
cusC	1374	1375	3199	21.4034
cusF	333	334	471	12.9731
cusB	1224	1225	1438	10.7992
cusA	3144	3145	2240	6.55236
pheP	1377	1378	6188	41.3116
ybdG	1248	1249	3332	24.5422
nfsB	654	655	3877	54.4534
ybdF	369	370	520	12.9292
ybdJ	249	250	717	26.3845
ybdK	1119	1120	920	7.55684
sokE	59	60	99	15.1794
hokE	153	154	14	0.83633
insL2	1113	1114	3221.33	26.6024
entD	621	622	654	9.67292
fepA	2241	2242	4965	20.373
fes	1203	1204	706	5.39447
ybdZ	219	220	76	3.17805
entF	3882	3883	2613	6.19074
fepE	1134	1135	69	0.559273
fepC	816	817	474	5.33736
fepG	993	994	1008	9.3292
fepD	1005	1006	4934	45.1203
entS	1251	1252	3517	25.8427
fepB	957	958	2347	22.5381
entC	1176	1177	3592	28.0757
entE	1611	1612	1815	10.3581
entB	858	859	1606	17.1998
entA	747	748	1711	21.0435
entH	414	415	626	13.877
cstA	2106	2107	3387	14.7884
ybdD	198	199	432	19.9711
hcxA	1089	1090	1868	15.766
ybdL	1161	1162	530	4.19605
ybdM	630	631	172	2.50766
ybdN	1221	1222	191	1.43791
ybdO	903	904	90	0.915892
dsbG	747	748	915	11.2536
ahpC	564	565	54422	886.128
ahpF	1566	1567	5566	32.6772
uspG	429	430	6729	143.964
ybdR	1239	1240	1419	10.5276
yldA	90	91	45	4.54927
rnk	411	412	1378	30.7696
rna	807	808	2456	27.9632
citT	1464	1465	1799	11.297
citG	879	880	273	2.85398
citX	552	553	143	2.37893
citF	1533	1534	264	1.58325
citE	909	910	135	1.36478
citD	297	298	43	1.32746
citC	1059	1060	151	1.31051
dpiB	1659	1660	1118	6.1959
dpiA	681	682	526	7.09532
dcuC	1386	1387	651	4.31792
pagP	561	562	2286	37.4206
cspE	210	211	22732	991.119
crcB	384	385	1357	32.4257
tatE	204	205	1866	83.7391
lipA	966	967	17574	167.192
ybeF	954	955	971	9.35376
lipB	642	643	1397	19.9874
ybeD	264	265	3316	115.117
dacA	1212	1213	8496	64.4353
rlpA	1089	1090	7153	60.3715
mrdB	1113	1114	2535	20.9345
mrdA	1902	1903	5245	25.3558
rlmH	468	469	2863	56.1589
rsfS	318	319	3776	108.896
cobC	612	613	2466	37.0086
nadD	642	643	5565	79.6204
holA	1032	1033	7284	64.8694
lptE	582	583	7379	116.439
leuS	2583	2584	38449	136.887
ybeL	483	484	1820	34.5937
ybeQ	978	979	607	5.70396
ybeR	708	709	91	1.18077
djlB	1428	1429	292	1.87984
ybeT	555	556	64	1.05895
ybeU	708	709	115	1.49218
djlC	1452	1453	372	2.35531
hscC	1671	1672	538	2.96017
rihA	936	937	699	6.86291
gltL	726	727	1192	15.0839
gltK	675	676	1206	16.4124
gltJ	741	742	1047	12.9812
sroC	163	164	315	17.67
gltI	909	910	7651	77.3477
insH3	981	982	19150.8	179.409
lnt	1539	1540	6069	36.2549
ybeX	879	880	12623	131.962
ybeY	468	469	2348	46.057
ybeZ	1041	1042	6235	55.0477
miaB	1425	1426	13797	89.0093
ubiF	1176	1177	5546	43.3485
glnX	75	76	22983.6	2782.12
glnV	75	76	22983.6	2782.12
metU	77	78	3907.96	460.92
glnW	75	76	84740.9	10257.7
glnU	75	76	84740.9	10257.7
leuW	85	86	75459	8072.03
metT	77	78	3907.96	460.92
asnB	1665	1666	2655	14.6609
umpH	753	754	4608	56.2227
nagC	1221	1222	6863	51.667
nagA	1149	1150	14381	115.043
nagB	801	802	4963	56.9299
nagE	1947	1948	3420	16.1513
glnS	1665	1666	19628	108.386
chiP	1407	1408	500	3.26691
chiQ	327	328	299	8.38625
fur	447	448	10386	213.275
uof	87	88	2261	236.368
fldA	531	532	8014	138.582
ybfE	294	295	1679	52.3599
ybfF	765	766	1960	23.5395
seqA	546	547	4903	82.4603
pgm	1641	1642	12731	71.328
ybfP	495	496	260	4.82239
potE	1320	1321	1101	7.66752
speF	2199	2200	1603	6.70319
speFL	105	106	1	0.086789
kdpE	678	679	812	11.0016
kdpD	2685	2686	5021	17.1971
kdpC	573	574	530	8.49443
kdpB	2049	2050	646	2.89901
kdpA	1674	1675	207	1.13691
kdpF	90	91	12	1.21314
ybfA	207	208	12862	568.873
rhsC	4194	4195	15470.7	33.9272
ybfB	327	328	139	3.89862
ybfC	570	571	180	2.90006
ybfQ	255	256	82.5874	2.96787
ybfD	762	763	223.663	2.69674
ybgA	510	511	1081	19.4615
phr	1419	1420	1441	9.33568
dtpD	1482	1483	2134	13.238
ybgI	744	745	3829	47.2824
pxpB	657	658	3353	46.879
pxpC	933	934	4025	39.6451
pxpA	735	736	2791	34.8861
nei	792	793	1185	13.7472
abrB	1047	1048	897	7.87411
ybgO	1062	1063	573	4.95897
ybgP	729	730	206	2.59606
ybgQ	2448	2449	1356	5.09379
ybgD	567	568	60	0.971792
gltA	1284	1285	24956	178.666
ybgV	33	34	194	52.492
ybgU	108	109	49	4.13561
sdhC	390	391	3689	86.7965
sdhD	348	349	1822	48.0279
sdhA	1767	1768	10572	55.0105
sdhB	717	718	4010	51.3796
sucA	2802	2803	37774	123.977
sucB	1218	1219	16500	124.523
sucC	1167	1168	12210	96.1708
sucD	870	871	7560	79.8498
sdhX	101	102	0	0
mngR	723	724	497	6.31522
mngA	1977	1978	128	0.595325
mngB	2634	2635	1654	5.77465
cydA	1569	1570	20647	120.984
cydB	1140	1141	13408	108.106
cydX	114	115	67	5.35979
ybgE	294	295	1017	31.7153
ybgC	405	406	4821	109.24
tolQ	693	694	8314	110.21
tolR	429	430	2561	54.7913
tolA	1266	1267	8305	60.3022
tolB	1293	1294	39693	282.195
pal	522	523	30429	535.25
cpoB	792	793	14958	173.528
lysT	76	77	178152	21284.9
valT	76	77	121976	14573.1
lysW	76	77	178152	21284.9
valZ	76	77	121976	14573.1
lysY	76	77	178152	21284.9
lysZ	76	77	178152	21284.9
lysQ	76	77	178152	21284.9
nadA	1044	1045	2618	23.0475
pnuC	720	721	1702	21.7167
zitB	942	943	1184	11.5508
ybgS	381	382	3548	85.4458
aroG	1053	1054	7849	68.5084
gpmA	753	754	19725	240.667
galM	1041	1042	6411	56.6016
galK	1149	1150	5675	45.3982
galT	1047	1048	2302	20.2076
galE	1017	1018	4697	42.4466
modF	1473	1474	1530	9.54914
modE	789	790	1925	22.4168
acrZ	150	151	525	31.9855
modA	774	775	1975	23.4442
modB	690	691	831	11.0635
modC	1059	1060	2099	18.217
ybhA	819	820	2396	26.8809
pgl	996	997	4470	41.2461
ybhD	954	955	143	1.37754
ybhH	1053	1054	403	3.51751
ybhI	1434	1435	320	2.05149
ybhJ	2262	2263	1564	6.35803
ybhC	1284	1285	6036	43.2132
ybhB	477	478	2722	52.3879
bioA	1290	1291	501	3.57011
bioB	1041	1042	391	3.45207
bioF	1155	1156	354	2.81719
bioC	756	757	2757	33.5051
bioD	678	679	1277	17.3018
uvrB	2022	2023	7539	34.2837
ybhK	909	910	2685	27.144
moaA	990	991	6493	60.2757
moaB	513	514	3846	68.8362
moaC	486	487	2446	46.206
moaD	246	247	1128	42.0129
moaE	453	454	2360	47.8219
ybhL	705	706	16455	214.419
ybhM	714	715	470	6.04731
ybhN	957	958	499	4.79187
clsB	1242	1243	709	5.24742
ybhP	762	763	767	9.24786
ybhQ	411	412	1950	43.5419
ybhR	1107	1108	994	8.2531
ybhS	1134	1135	965	7.82171
ybhF	1737	1738	2803	14.8369
ybhG	999	1000	2644	24.3238
cecR	672	673	1775	24.2635
rhlE	1365	1366	5691	38.3273
ybiA	483	484	313	5.94935
dinG	2151	2152	3130	13.3805
ybiB	963	964	2379	22.7032
hcxB	1086	1087	2116	17.9084
ybiE	60	61	1043	157.299
ybiJ	261	262	2161	75.8794
ybiI	267	268	209	7.17434
ybiX	678	679	492	6.66601
fiu	2283	2284	2261	9.10699
mcbA	261	262	433	15.204
rlmF	927	928	3823	37.8989
ybiO	2226	2227	1482	6.12207
glnQ	723	724	4141	52.6183
glnP	660	661	3559	49.5333
glnH	747	748	9277	114.098
dps	504	505	14457	263.364
rhtA	888	889	466	4.8223
yliM	66	67	57869	7945.87
ompX	516	517	283557	5045.69
opgE	1584	1585	3776	21.9166
rybA	340	341	1918	51.7446
mntS	129	130	0	0
mntR	468	469	2349	46.0766
ybiR	1119	1120	3442	28.2724
ldtB	921	922	18185	181.448
ybiT	1593	1594	9000.37	51.9449
ybiU	1266	1267	1632	11.8499
ybiV	816	817	2397	26.9908
ybiW	2433	2434	885	3.34498
ybiY	900	901	154	1.57241
fsaA	663	664	595	8.24365
moeB	750	751	1821	22.307
moeA	1236	1237	3818	28.3947
iaaA	966	967	6375	60.6491
gsiA	1872	1873	7820.46	38.4118
gsiB	1539	1540	5074	30.311
gsiC	921	922	1193	11.9036
gsiD	912	913	789	7.95017
pdeI	2349	2350	338	1.32318
dgcI	1329	1330	275	1.90218
rimO	1326	1327	3301	22.8847
bssR	384	385	2179	52.0675
yliI	1116	1117	1015	8.35956
gstB	627	628	5298	77.6109
dacC	1203	1204	35208	269.02
deoR	759	760	25878	313.247
ybjG	597	598	140080	2154.99
mdfA	1233	1234	10615	79.1362
ybjH	285	286	1394	44.8402
ybjI	816	817	1367	15.3928
ybjJ	1209	1210	1041	7.91472
rcdA	537	538	329	5.6258
