strain,length,width,phase
PmrR,21.98905,7.3050933,lag
PmrR,30.446617,7.3056564,lag
PmrR,29.325113,7.3074455,lag
PmrR,19.548185,7.3106537,lag
PmrR,16.391424,7.3107324,lag
PmrR,19.458778,7.315444,lag
PmrR,23.62307,7.3195977,lag
PmrR,17.311666,7.3199954,lag
PmrR,24.615149,7.32002,lag
PmrR,23.946047,7.3218656,lag
PmrR,23.816029,7.322306,lag
PmrR,24.67126,7.3229146,lag
PmrR,21.866386,7.325931,lag
PmrR,25.046003,7.3269825,lag
PmrR,18.862448,7.328572,lag
PmrR,21.813366,7.3316703,lag
PmrR,19.018742,7.3322983,lag
PmrR,20.816639,7.3328238,lag
PmrR,23.584528,7.3382535,lag
PmrR,22.009706,7.339141,lag
PmrR,16.97568,7.3396597,lag
PmrR,17.04803,7.3396816,lag
PmrR,33.30241,7.3438888,lag
PmrR,24.405916,7.344815,lag
PmrR,19.983185,7.3478723,lag
PmrR,24.32935,7.3495207,lag
PmrR,17.691673,7.350252,lag
PmrR,19.609688,7.3513227,lag
PmrR,20.76743,7.352026,lag
PmrR,23.927677,7.3521514,lag
PmrR,22.30068,7.3524656,lag
PmrR,22.299881,7.353106,lag
PmrR,25.56406,7.3546314,lag
PmrR,27.740236,7.3549223,lag
PmrR,20.01893,7.355293,lag
PmrR,33.414177,7.3554277,lag
PmrR,22.777115,7.357626,lag
PmrR,17.299772,7.360087,lag
PmrR,24.507051,7.3611217,lag
PmrR,19.651203,7.3639708,lag
PmrR,21.551453,7.365764,lag
PmrR,37.622543,7.3694882,lag
PmrR,26.146662,7.370163,lag
PmrR,20.307579,7.3715563,lag
PmrR,41.315662,7.3724694,lag
PmrR,14.759436,7.373424,lag
PmrR,21.580359,7.377046,lag
PmrR,28.763693,7.3773756,lag
PmrR,21.060053,7.3775673,lag
PmrR,18.198109,7.378064,lag
PmrR,27.6317,7.3788476,lag
PmrR,20.734215,7.3791294,lag
PmrR,25.887617,7.37969,lag
PmrR,16.042343,7.380076,lag
PmrR,22.243452,7.381889,lag
PmrR,25.592592,7.3820224,lag
PmrR,27.414444,7.384534,lag
PmrR,34.10662,7.386206,lag
PmrR,25.145006,7.3910766,lag
PmrR,12.912216,7.392191,lag
PmrR,18.914865,7.392443,lag
PmrR,18.849735,7.3927684,lag
PmrR,26.152702,7.3949633,lag
PmrR,21.177565,7.395117,lag
PmrR,18.163124,7.395401,lag
PmrR,20.658304,7.396969,lag
PmrR,21.24715,7.3985314,lag
PmrR,26.088924,7.4029655,lag
PmrR,23.862532,7.4031816,lag
PmrR,21.390503,7.4037156,lag
PmrR,21.324059,7.405222,lag
PmrR,20.31263,7.406672,lag
PmrR,22.075502,7.4090447,lag
PmrR,22.437498,7.409996,lag
PmrR,30.056349,7.41098,lag
PmrR,16.967474,7.411403,lag
PmrR,17.263676,7.4118733,lag
PmrR,15.627982,7.4138403,lag
PmrR,21.214092,7.4144177,lag
PmrR,28.915308,7.416026,lag
PmrR,16.155416,7.4164186,lag
PmrR,24.352802,7.416862,lag
PmrR,16.930035,7.4169,lag
PmrR,26.217983,7.4173903,lag
PmrR,17.619015,7.419512,lag
PmrR,24.267282,7.4233885,lag
PmrR,19.77373,7.427022,lag
PmrR,15.611974,7.4277506,lag
PmrR,27.861525,7.4278173,lag
PmrR,24.753046,7.428636,lag
PmrR,14.424671,7.431838,lag
PmrR,14.320291,7.43332,lag
PmrR,22.758299,7.4344134,lag
PmrR,15.240892,7.4365387,lag
PmrR,16.8448,7.4388766,lag
PmrR,22.240116,7.4401455,lag
PmrR,20.495481,7.442393,lag
PmrR,17.862503,7.444729,lag
PmrR,23.463198,7.4459534,lag
PmrR,16.823074,7.4466558,lag
PmrR,27.146523,7.447174,lag
PmrR,21.384266,7.447494,lag
PmrR,22.766483,7.4474993,lag
PmrR,30.444807,7.4484663,lag
PmrR,21.964731,7.449236,lag
PmrR,12.913376,7.4508657,lag
PmrR,20.909967,7.452986,lag
PmrR,26.934134,7.4552546,lag
PmrR,19.325743,7.4562783,lag
PmrR,23.747835,7.4574933,lag
PmrR,18.011806,7.4605103,lag
PmrR,12.517147,7.4623103,lag
PmrR,22.284748,7.464635,lag
PmrR,15.772583,7.471229,lag
PmrR,20.467949,7.4752803,lag
PmrR,23.469406,7.4762945,lag
PmrR,16.183989,7.4782515,lag
PmrR,17.413351,7.4784904,lag
PmrR,23.261087,7.47924,lag
PmrR,35.54562,7.4826574,lag
PmrR,17.679928,7.48379,lag
PmrR,18.109941,7.484266,lag
PmrR,17.691515,7.489189,lag
PmrR,28.27333,7.4901814,lag
PmrR,19.865784,7.4914665,lag
PmrR,19.671349,7.493542,lag
PmrR,23.799908,7.4953794,lag
PmrR,17.149055,7.496161,lag
PmrR,18.859873,7.496167,lag
PmrR,24.167477,7.497061,lag
PmrR,18.045391,7.4977736,lag
PmrR,20.344646,7.499615,lag
PmrR,16.960146,7.4998536,lag
PmrR,21.960093,7.505117,lag
PmrR,21.598095,7.505585,lag
PmrR,14.376787,7.505824,lag
PmrR,37.802155,7.506655,lag
PmrR,21.152166,7.5094557,lag
PmrR,23.044115,7.5114827,lag
PmrR,16.569298,7.5157228,lag
PmrR,22.016031,7.516815,lag
PmrR,29.598059,7.517163,lag
PmrR,26.240206,7.5189877,lag
PmrR,15.932504,7.5193663,lag
PmrR,16.984446,7.5210447,lag
PmrR,16.918888,7.5238147,lag
PmrR,21.703632,7.524809,lag
PmrR,29.974134,7.527292,lag
PmrR,15.70667,7.5304394,lag
PmrR,18.967867,7.536191,lag
PmrR,19.17013,7.5374136,lag
PmrR,20.844904,7.5380144,lag
PmrR,25.55706,7.540911,lag
PmrR,16.203625,7.541149,lag
PmrR,15.574394,7.5414495,lag
PmrR,16.574245,7.5418706,lag
PmrR,17.936075,7.5419416,lag
PmrR,27.804457,7.5423317,lag
PmrR,29.91095,7.547175,lag
PmrR,22.060171,7.5475683,lag
PmrR,19.73947,7.548055,lag
PmrR,28.497808,7.548286,lag
PmrR,18.277199,7.5497313,lag
PmrR,18.410883,7.554359,lag
PmrR,14.106146,7.556649,lag
PmrR,20.829731,7.557157,lag
PmrR,20.788548,7.564056,lag
PmrR,23.04637,7.5678015,lag
PmrR,20.720947,7.568403,lag
PmrR,21.140106,7.568886,lag
PmrR,16.387428,7.5696163,lag
PmrR,22.451275,7.570757,lag
PmrR,26.325296,7.5735765,lag
PmrR,13.536657,7.577782,lag
PmrR,20.129747,7.5779057,lag
PmrR,17.930641,7.5781274,lag
PmrR,19.938543,7.5792904,lag
PmrR,19.744333,7.579432,lag
PmrR,20.069185,7.5812454,lag
PmrR,14.316317,7.5816374,lag
PmrR,26.358097,7.586065,lag
PmrR,14.09501,7.591268,lag
PmrR,30.094069,7.5916386,lag
PmrR,20.946232,7.593917,lag
PmrR,14.99585,7.594267,lag
PmrR,14.117779,7.594578,lag
PmrR,17.780561,7.5953174,lag
PmrR,19.255249,7.5955925,lag
PmrR,18.271173,7.5961013,lag
PmrR,19.957808,7.5963964,lag
PmrR,16.98349,7.59891,lag
PmrR,22.681356,7.6023364,lag
PmrR,17.329952,7.6038938,lag
PmrR,22.517311,7.608449,lag
PmrR,23.839037,7.6099005,lag
PmrR,25.80541,7.6103005,lag
PmrR,18.83084,7.612151,lag
PmrR,17.316742,7.612357,lag
PmrR,29.26964,7.614067,lag
PmrR,22.058237,7.6156297,lag
PmrR,30.194902,7.6167264,lag
PmrR,21.964388,7.6189246,lag
PmrR,29.253504,7.6191015,lag
PmrR,28.711185,7.620539,lag
PmrR,21.772137,7.6207843,lag
PmrR,65.30067,7.621008,lag
PmrR,20.373066,7.621685,lag
PmrR,26.685423,7.622371,lag
PmrR,38.292255,7.6243534,lag
PmrR,17.775335,7.6255736,lag
PmrR,20.03225,7.627712,lag
PmrR,20.898092,7.629027,lag
PmrR,17.12739,7.632939,lag
PmrR,20.959398,7.633467,lag
PmrR,18.152313,7.6345243,lag
PmrR,17.622452,7.6357675,lag
PmrR,16.378119,7.6366224,lag
PmrR,20.8151,7.638936,lag
PmrR,18.52636,7.64355,lag
PmrR,24.909683,7.6477766,lag
PmrR,28.600214,7.649907,lag
PmrR,19.788406,7.6507196,lag
PmrR,13.673988,7.652684,lag
PmrR,20.590006,7.6585126,lag
PmrR,17.000013,7.659111,lag
PmrR,19.145683,7.6623697,lag
PmrR,20.575062,7.663323,lag
PmrR,15.788856,7.665898,lag
PmrR,25.528996,7.6688156,lag
PmrR,18.295736,7.6729007,lag
PmrR,18.897263,7.673319,lag
PmrR,21.858301,7.6738853,lag
PmrR,21.729155,7.676025,lag
PmrR,20.291782,7.6765175,lag
PmrR,33.14601,7.6775494,lag
PmrR,18.506258,7.678027,lag
PmrR,16.986198,7.6792426,lag
PmrR,19.170324,7.681057,lag
PmrR,16.131657,7.681969,lag
PmrR,19.64591,7.6891127,lag
PmrR,14.218505,7.6910043,lag
PmrR,12.549257,7.6931796,lag
PmrR,19.082293,7.693324,lag
PmrR,22.117603,7.693629,lag
PmrR,19.979359,7.6939945,lag
PmrR,18.364008,7.69603,lag
PmrR,18.653198,7.698345,lag
PmrR,18.903543,7.6994147,lag
PmrR,18.70735,7.6997385,lag
PmrR,14.187213,7.7021813,lag
PmrR,14.585216,7.709714,lag
PmrR,19.45869,7.7103376,lag
PmrR,16.70416,7.712422,lag
PmrR,16.805016,7.714765,lag
PmrR,16.205797,7.7161465,lag
PmrR,18.471273,7.7163587,lag
PmrR,14.810171,7.7178335,lag
PmrR,17.743395,7.718221,lag
PmrR,16.916195,7.720477,lag
PmrR,14.764779,7.7210736,lag
PmrR,19.315758,7.7211337,lag
PmrR,16.660639,7.7223315,lag
PmrR,24.747637,7.72384,lag
PmrR,12.199119,7.7257466,lag
PmrR,24.388275,7.7267227,lag
PmrR,15.369714,7.728508,lag
PmrR,20.205795,7.7332535,lag
PmrR,18.672985,7.736372,lag
PmrR,17.592997,7.737567,lag
PmrR,21.889866,7.738434,lag
PmrR,22.043104,7.7386537,lag
PmrR,16.742151,7.7395782,lag
PmrR,17.462744,7.740613,lag
PmrR,23.10747,7.741055,lag
PmrR,20.89796,7.745075,lag
PmrR,15.29962,7.7475567,lag
PmrR,19.415627,7.7475605,lag
PmrR,21.37327,7.7477674,lag
PmrR,21.403532,7.750069,lag
PmrR,14.233591,7.752733,lag
PmrR,16.776155,7.753214,lag
PmrR,28.432547,7.7532444,lag
PmrR,21.336725,7.7549214,lag
PmrR,20.916323,7.7553453,lag
PmrR,23.64004,7.7556543,lag
PmrR,18.359835,7.760548,lag
PmrR,20.795467,7.761439,lag
PmrR,14.305752,7.7651086,lag
PmrR,16.127989,7.7702513,lag
PmrR,22.111427,7.77047,lag
PmrR,29.49434,7.7740183,lag
PmrR,22.601402,7.77756,lag
PmrR,25.800093,7.777834,lag
PmrR,21.914423,7.7792616,lag
PmrR,16.867006,7.784139,lag
PmrR,23.679506,7.784658,lag
PmrR,18.869316,7.788608,lag
PmrR,13.558483,7.7915626,lag
PmrR,20.529737,7.7918587,lag
PmrR,15.364342,7.791925,lag
PmrR,15.308297,7.7923374,lag
PmrR,13.158594,7.793449,lag
PmrR,16.741613,7.7940865,lag
PmrR,21.488813,7.7964983,lag
PmrR,13.915153,7.798456,lag
PmrR,15.154233,7.8002005,lag
PmrR,22.515554,7.8011203,lag
PmrR,19.593166,7.8039494,lag
PmrR,18.48942,7.804101,lag
PmrR,16.646498,7.804107,lag
PmrR,20.483755,7.805211,lag
PmrR,13.753198,7.8060865,lag
PmrR,22.430082,7.8061786,lag
PmrR,17.51099,7.8080363,lag
PmrR,19.095919,7.8081627,lag
PmrR,23.057299,7.813333,lag
PmrR,23.281809,7.815024,lag
PmrR,24.612911,7.8168325,lag
PmrR,21.14664,7.8196535,lag
PmrR,26.036896,7.821215,lag
PmrR,23.65054,7.8225927,lag
PmrR,21.286226,7.83471,lag
PmrR,20.526646,7.8347387,lag
PmrR,18.130909,7.8363523,lag
PmrR,13.2765665,7.8372064,lag
PmrR,12.473322,7.8433294,lag
PmrR,17.453215,7.8443537,lag
PmrR,26.319893,7.8471055,lag
PmrR,28.191576,7.849671,lag
PmrR,24.02353,7.8500724,lag
PmrR,15.2479,7.8511477,lag
PmrR,15.42785,7.8511543,lag
PmrR,27.172338,7.8519235,lag
PmrR,12.413889,7.8545165,lag
PmrR,13.633114,7.8550096,lag
PmrR,26.61694,7.857669,lag
PmrR,19.158724,7.859844,lag
PmrR,19.446054,7.861162,lag
PmrR,24.51765,7.8615127,lag
PmrR,23.64581,7.862497,lag
PmrR,16.915552,7.87462,lag
PmrR,24.639494,7.8756557,lag
PmrR,22.831753,7.8763056,lag
PmrR,24.296595,7.877557,lag
PmrR,15.899817,7.877569,lag
PmrR,16.35934,7.878599,lag
PmrR,18.045248,7.8799167,lag
PmrR,17.311241,7.8817086,lag
PmrR,23.468752,7.884528,lag
PmrR,15.793078,7.8902674,lag
PmrR,21.283375,7.8927526,lag
PmrR,27.711668,7.895042,lag
PmrR,21.170837,7.896484,lag
PmrR,17.290838,7.8970437,lag
PmrR,20.259048,7.897685,lag
PmrR,19.825987,7.897726,lag
PmrR,23.32551,7.8988667,lag
PmrR,24.514196,7.8991275,lag
PmrR,19.261139,7.8999248,lag
PmrR,25.26559,7.901571,lag
PmrR,16.947533,7.90815,lag
PmrR,37.14101,7.908293,lag
PmrR,15.590158,7.9095325,lag
PmrR,29.757475,7.9099684,lag
PmrR,17.18111,7.913828,lag
PmrR,23.81124,7.913981,lag
PmrR,21.234076,7.91487,lag
PmrR,14.356832,7.916852,lag
PmrR,16.890684,7.9180336,lag
PmrR,26.328865,7.926597,lag
PmrR,18.018234,7.9279523,lag
PmrR,28.031893,7.9306993,lag
PmrR,19.950735,7.935779,lag
PmrR,15.519167,7.936701,lag
PmrR,17.31895,7.939077,lag
PmrR,27.659456,7.9393077,lag
PmrR,15.444527,7.9464273,lag
PmrR,17.36951,7.9479246,lag
PmrR,21.437452,7.953485,lag
PmrR,17.799318,7.9595833,lag
PmrR,20.02985,7.9646616,lag
PmrR,17.911366,7.966821,lag
PmrR,12.683819,7.9682384,lag
PmrR,20.738422,7.9775357,lag
PmrR,19.770401,7.9803476,lag
PmrR,17.126438,7.9840446,lag
PmrR,12.780986,7.9864693,lag
PmrR,20.057928,7.990949,lag
PmrR,17.101597,7.9953074,lag
PmrR,13.796132,7.9953227,lag
PmrR,37.10366,7.9974217,lag
PmrR,18.056433,8.006768,lag
PmrR,17.577415,8.008427,lag
PmrR,18.501366,8.008775,lag
PmrR,20.936094,8.01233,lag
PmrR,16.524742,8.013539,lag
PmrR,14.720224,8.014923,lag
PmrR,21.20446,8.018942,lag
PmrR,15.181378,8.020517,lag
PmrR,20.534447,8.020851,lag
PmrR,20.10467,8.028725,lag
PmrR,23.33673,8.033059,lag
PmrR,31.06682,8.033583,lag
PmrR,18.623848,8.033808,lag
PmrR,18.091438,8.037342,lag
PmrR,15.125837,8.037404,lag
PmrR,15.941524,8.0418005,lag
PmrR,17.746712,8.044916,lag
PmrR,16.359085,8.04607,lag
PmrR,15.534274,8.046641,lag
PmrR,15.201174,8.046946,lag
PmrR,21.25455,8.051001,lag
PmrR,16.747963,8.054163,lag
PmrR,14.232069,8.055284,lag
PmrR,15.562833,8.059329,lag
PmrR,36.318012,8.061442,lag
PmrR,20.952738,8.067267,lag
PmrR,16.543009,8.07366,lag
PmrR,16.823898,8.075229,lag
PmrR,13.306013,8.081394,lag
PmrR,19.398542,8.0832205,lag
PmrR,15.794747,8.086605,lag
PmrR,16.062048,8.0948,lag
PmrR,19.407736,8.095373,lag
PmrR,23.660322,8.103414,lag
PmrR,20.88826,8.103899,lag
PmrR,18.623837,8.113968,lag
PmrR,22.997751,8.117781,lag
PmrR,16.982021,8.120681,lag
PmrR,16.162405,8.121679,lag
PmrR,22.492195,8.1240225,lag
PmrR,12.980026,8.134655,lag
PmrR,16.485308,8.138011,lag
PmrR,15.66578,8.145533,lag
PmrR,20.365591,8.149527,lag
PmrR,13.079686,8.159517,lag
PmrR,21.839659,8.163167,lag
PmrR,16.600685,8.171503,lag
PmrR,13.113541,8.1727915,lag
PmrR,20.134453,8.184436,lag
PmrR,17.06881,8.184736,lag
PmrR,15.88769,8.186852,lag
PmrR,15.564142,8.190403,lag
PmrR,16.82803,8.193192,lag
PmrR,19.44364,8.196573,lag
PmrR,21.800913,8.200575,lag
PmrR,29.364761,8.203386,lag
PmrR,15.514097,8.204702,lag
PmrR,19.5985,8.20518,lag
PmrR,17.791924,8.20706,lag
PmrR,19.649542,8.209051,lag
PmrR,19.878744,8.223465,lag
PmrR,18.332687,8.224555,lag
PmrR,14.137961,8.224604,lag
PmrR,15.043196,8.226131,lag
PmrR,13.907014,8.229432,lag
PmrR,17.275127,8.238386,lag
PmrR,15.392413,8.24222,lag
PmrR,19.286722,8.255022,lag
PmrR,16.213158,8.27374,lag
PmrR,16.837717,8.287349,lag
PmrR,25.476667,8.297318,lag
PmrR,16.038355,8.300009,lag
PmrR,20.212633,8.309559,lag
PmrR,15.459193,8.310261,lag
PmrR,14.749077,8.3165045,lag
PmrR,14.89614,8.336884,lag
PmrR,19.091272,8.349368,lag
PmrR,19.93817,8.351427,lag
PmrR,16.081076,8.352034,lag
PmrR,19.262098,8.353129,lag
PmrR,20.105394,8.369363,lag
PmrR,16.387169,8.375506,lag
PmrR,32.244606,8.375787,lag
PmrR,14.599229,8.377752,lag
PmrR,24.800247,8.395337,lag
PmrR,14.269585,8.396828,lag
PmrR,17.822086,8.406952,lag
PmrR,19.046192,8.4096575,lag
PmrR,21.70166,8.411401,lag
PmrR,20.304094,8.412495,lag
PmrR,18.208178,8.419136,lag
PmrR,21.394339,8.419603,lag
PmrR,17.954254,8.421142,lag
PmrR,17.540306,8.421452,lag
PmrR,16.76664,8.428799,lag
PmrR,16.87909,8.431051,lag
PmrR,14.433359,8.441532,lag
PmrR,17.017038,8.45941,lag
PmrR,12.48643,8.489952,lag
PmrR,17.174994,8.493966,lag
PmrR,21.750525,8.496764,lag
PmrR,20.254301,8.514414,lag
PmrR,12.6851,8.547345,lag
PmrR,16.149885,8.559052,lag
PmrR,15.481779,8.582524,lag
PmrR,29.01236,8.623032,lag
PmrR,15.360288,8.625578,lag
PmrR,13.615736,8.642051,lag
PmrR,15.470416,8.677489,lag
PmrR,15.561447,8.679689,lag
PmrR,18.16403,8.706776,lag
PmrR,15.646371,8.725573,lag
PmrR,17.62741,8.734989,lag
PmrR,24.376513,8.743738,lag
PmrR,15.823439,8.7811165,lag
PmrR,16.493093,9.27108,lag
MgtS,12.088591,5.1946154,lag
MgtS,13.766013,5.629975,lag
MgtS,23.4838,5.6883,lag
MgtS,13.403823,5.7832737,lag
MgtS,13.751894,5.8860207,lag
MgtS,21.731699,6.0228634,lag
MgtS,22.048422,6.115598,lag
MgtS,26.429075,6.123062,lag
MgtS,19.77289,6.14572,lag
MgtS,30.429155,6.1644335,lag
MgtS,26.491606,6.1792736,lag
MgtS,23.203707,6.1824684,lag
MgtS,17.021149,6.184865,lag
MgtS,25.565054,6.2100215,lag
MgtS,26.21551,6.220726,lag
MgtS,21.892956,6.2233624,lag
MgtS,25.231075,6.2251263,lag
MgtS,27.786694,6.2503552,lag
MgtS,27.979464,6.2683606,lag
MgtS,27.275438,6.276959,lag
MgtS,18.1806,6.2846894,lag
MgtS,30.178696,6.2881494,lag
MgtS,22.941736,6.2955484,lag
MgtS,17.12396,6.3491573,lag
MgtS,28.71135,6.370082,lag
MgtS,27.824484,6.370603,lag
MgtS,17.157612,6.382198,lag
MgtS,33.342625,6.396879,lag
MgtS,26.57466,6.398114,lag
MgtS,22.117056,6.4070864,lag
MgtS,19.329048,6.407519,lag
MgtS,19.187511,6.4117193,lag
MgtS,23.141628,6.438123,lag
MgtS,24.261702,6.451021,lag
MgtS,23.110826,6.462974,lag
MgtS,26.552149,6.4646006,lag
MgtS,16.965408,6.4846563,lag
MgtS,26.11641,6.4853015,lag
MgtS,23.908907,6.4861755,lag
MgtS,16.43081,6.491422,lag
MgtS,17.062914,6.5045185,lag
MgtS,24.359325,6.5141244,lag
MgtS,21.06416,6.516827,lag
MgtS,31.289377,6.5281587,lag
MgtS,23.896791,6.5390224,lag
MgtS,27.04853,6.5406137,lag
MgtS,18.105927,6.5505414,lag
MgtS,19.771275,6.554228,lag
MgtS,22.830448,6.556414,lag
MgtS,17.912394,6.5671825,lag
MgtS,17.95044,6.5697346,lag
MgtS,13.353963,6.5706177,lag
MgtS,16.331873,6.5778217,lag
MgtS,19.13552,6.585793,lag
MgtS,25.979374,6.586488,lag
MgtS,21.700956,6.591106,lag
MgtS,21.589832,6.5916524,lag
MgtS,14.102649,6.592684,lag
MgtS,21.008768,6.606654,lag
MgtS,21.598034,6.610181,lag
MgtS,26.297777,6.6161923,lag
MgtS,28.078217,6.6197095,lag
MgtS,20.829008,6.6271734,lag
MgtS,27.953964,6.631867,lag
MgtS,24.016216,6.633724,lag
MgtS,21.148335,6.642463,lag
MgtS,27.196232,6.6499877,lag
MgtS,29.718372,6.6579514,lag
MgtS,16.864275,6.6605926,lag
MgtS,27.146626,6.662017,lag
MgtS,26.390038,6.6666317,lag
MgtS,23.682848,6.6670375,lag
MgtS,26.34311,6.6708508,lag
MgtS,23.483982,6.6757545,lag
MgtS,28.376623,6.676066,lag
MgtS,31.063322,6.677995,lag
MgtS,15.914859,6.6850615,lag
MgtS,20.433914,6.6875873,lag
MgtS,28.598873,6.690977,lag
MgtS,23.145456,6.6919646,lag
MgtS,17.616755,6.6974583,lag
MgtS,20.916418,6.6978197,lag
MgtS,14.526787,6.701007,lag
MgtS,16.728804,6.702274,lag
MgtS,35.28327,6.7038345,lag
MgtS,16.973978,6.705205,lag
MgtS,23.813044,6.7118087,lag
MgtS,27.035133,6.712122,lag
MgtS,21.497156,6.7142267,lag
MgtS,18.591352,6.7174635,lag
MgtS,25.145588,6.723522,lag
MgtS,25.043081,6.725492,lag
MgtS,12.09497,6.7333007,lag
MgtS,21.520554,6.7355404,lag
MgtS,25.304844,6.73602,lag
MgtS,33.299625,6.737326,lag
MgtS,25.640028,6.7410455,lag
MgtS,18.475649,6.7420187,lag
MgtS,28.279617,6.744825,lag
MgtS,24.716215,6.746421,lag
MgtS,16.855719,6.7467813,lag
MgtS,29.487606,6.747444,lag
MgtS,18.751492,6.7532578,lag
MgtS,15.487458,6.764688,lag
MgtS,32.92087,6.765618,lag
MgtS,25.810514,6.766401,lag
MgtS,23.474173,6.7733965,lag
MgtS,21.172403,6.774705,lag
MgtS,17.445261,6.7751307,lag
MgtS,16.92138,6.7783403,lag
MgtS,25.928322,6.779323,lag
MgtS,21.520023,6.780158,lag
MgtS,24.309038,6.783465,lag
MgtS,19.79227,6.7872443,lag
MgtS,25.942013,6.7885265,lag
MgtS,26.914938,6.7904377,lag
MgtS,13.639129,6.7940607,lag
MgtS,12.170815,6.804359,lag
MgtS,19.371271,6.8091006,lag
MgtS,20.448372,6.81356,lag
MgtS,15.7203865,6.816912,lag
MgtS,26.915234,6.817538,lag
MgtS,19.479471,6.8210726,lag
MgtS,16.116573,6.821259,lag
MgtS,17.821274,6.8305054,lag
MgtS,20.808002,6.8315487,lag
MgtS,22.759508,6.832294,lag
MgtS,23.033136,6.832888,lag
MgtS,21.916876,6.8358555,lag
MgtS,16.966774,6.8371587,lag
MgtS,14.415669,6.8394065,lag
MgtS,28.335466,6.8415704,lag
MgtS,27.465115,6.842175,lag
MgtS,21.369408,6.84222,lag
MgtS,25.908476,6.8503337,lag
MgtS,22.166323,6.8546977,lag
MgtS,23.628538,6.8548303,lag
MgtS,27.67523,6.857338,lag
MgtS,26.060062,6.8592796,lag
MgtS,19.104101,6.8596807,lag
MgtS,17.72831,6.8607283,lag
MgtS,20.716639,6.8618717,lag
MgtS,22.418991,6.876227,lag
MgtS,16.136642,6.8844924,lag
MgtS,25.690361,6.887622,lag
MgtS,23.487545,6.888334,lag
MgtS,17.143759,6.8884015,lag
MgtS,23.082554,6.8945527,lag
MgtS,22.672983,6.8967953,lag
MgtS,17.708687,6.9063153,lag
MgtS,16.289062,6.913833,lag
MgtS,15.747475,6.9140954,lag
MgtS,26.415323,6.917806,lag
MgtS,34.553734,6.9180117,lag
MgtS,16.409756,6.9186535,lag
MgtS,16.529867,6.9205594,lag
MgtS,25.990871,6.9221983,lag
MgtS,19.19595,6.9225883,lag
MgtS,20.305439,6.922684,lag
MgtS,27.682745,6.9364758,lag
MgtS,32.495243,6.9403872,lag
MgtS,16.345598,6.941858,lag
MgtS,21.786873,6.942952,lag
MgtS,21.572515,6.945971,lag
MgtS,23.580597,6.954174,lag
MgtS,20.897806,6.9572034,lag
MgtS,27.79762,6.968065,lag
MgtS,16.402779,6.973527,lag
MgtS,17.766909,6.974492,lag
MgtS,18.442764,6.974787,lag
MgtS,23.895079,6.9787626,lag
MgtS,25.956682,6.9794607,lag
MgtS,28.283115,6.9811215,lag
MgtS,18.737518,6.9857326,lag
MgtS,25.711016,6.985779,lag
MgtS,25.98712,6.9891562,lag
MgtS,22.412172,6.9896526,lag
MgtS,21.093199,6.9900656,lag
MgtS,21.021996,6.992505,lag
MgtS,16.503128,6.993205,lag
MgtS,25.96957,6.9937725,lag
MgtS,25.388163,6.997672,lag
MgtS,22.818317,6.998402,lag
MgtS,17.769838,6.9992366,lag
MgtS,20.45143,7.001119,lag
MgtS,18.66481,7.002492,lag
MgtS,18.777498,7.0045514,lag
MgtS,19.277998,7.00972,lag
MgtS,25.811472,7.0098996,lag
MgtS,17.764923,7.011112,lag
MgtS,18.470284,7.012296,lag
MgtS,17.235506,7.01513,lag
MgtS,29.127764,7.0212297,lag
MgtS,20.840084,7.023145,lag
MgtS,17.026949,7.023774,lag
MgtS,24.42511,7.025195,lag
MgtS,14.904795,7.026722,lag
MgtS,14.352422,7.029352,lag
MgtS,24.371012,7.0333357,lag
MgtS,17.867779,7.033372,lag
MgtS,19.510038,7.037781,lag
MgtS,20.653961,7.0425935,lag
MgtS,26.964174,7.0462413,lag
MgtS,18.94593,7.0490956,lag
MgtS,16.844124,7.0491424,lag
MgtS,20.908285,7.0556397,lag
MgtS,23.351444,7.0566225,lag
MgtS,18.326975,7.0595007,lag
MgtS,19.25942,7.059519,lag
MgtS,23.188383,7.0621443,lag
MgtS,16.555603,7.0644717,lag
MgtS,12.1799755,7.086225,lag
MgtS,14.798588,7.089968,lag
MgtS,18.51938,7.095817,lag
MgtS,19.323013,7.099369,lag
MgtS,24.734447,7.100199,lag
MgtS,18.551668,7.101589,lag
MgtS,12.462541,7.102564,lag
MgtS,17.902296,7.103831,lag
MgtS,15.7581005,7.1098094,lag
MgtS,23.128586,7.110041,lag
MgtS,22.095871,7.1115932,lag
MgtS,20.140638,7.111596,lag
MgtS,21.828972,7.1149197,lag
MgtS,26.115877,7.120043,lag
MgtS,19.064066,7.1282487,lag
MgtS,12.801249,7.1420007,lag
MgtS,22.901684,7.148415,lag
MgtS,22.110794,7.151991,lag
MgtS,23.708963,7.1538687,lag
MgtS,29.791338,7.1549335,lag
MgtS,15.982683,7.160514,lag
MgtS,20.341377,7.162903,lag
MgtS,14.631869,7.1699405,lag
MgtS,20.810465,7.1715994,lag
MgtS,26.124437,7.172094,lag
MgtS,22.427387,7.173417,lag
MgtS,33.26222,7.1748347,lag
MgtS,16.73984,7.177413,lag
MgtS,19.914394,7.1790338,lag
MgtS,27.301985,7.1799545,lag
MgtS,25.74161,7.1799693,lag
MgtS,32.959625,7.183229,lag
MgtS,29.565338,7.185981,lag
MgtS,22.767706,7.189239,lag
MgtS,30.17676,7.191306,lag
MgtS,25.308245,7.1970897,lag
MgtS,20.07291,7.2017174,lag
MgtS,21.76852,7.2089725,lag
MgtS,19.80229,7.2144594,lag
